
 Node          U1          U2          U3
 -2.192e-09  -5.193e-09  -2.448e-10   1.828e-08   1.652e-09  -1.961e-08
  4.392e-09   5.010e-09  -2.448e-10  -1.894e-08   1.699e-09  -2.030e-08
 -4.419e-10  -1.388e-09  -2.830e-11   2.382e-08   4.621e-08  -7.466e-09
  5.877e-10   1.523e-09  -2.830e-11  -2.624e-08   4.696e-08  -7.463e-09
 -2.181e-09  -1.379e-09  -3.739e-09   2.006e-08   3.233e-08   1.486e-08
  4.368e-09   1.515e-09  -3.739e-09  -2.280e-08   3.308e-08   1.417e-08
Element   177
  6.518e-09  -2.146e-10   1.125e-10  -4.188e-09   2.134e-08  -7.278e-09
 -7.464e-09   4.325e-11   1.125e-10   5.450e-09   2.133e-08  -8.277e-09
  3.800e-09  -2.034e-10   3.545e-11  -5.536e-09   2.303e-08  -1.027e-08
 -4.059e-09   2.620e-11   3.545e-11   7.498e-09   2.302e-08  -1.030e-08
  6.532e-09   1.148e-09   5.025e-09  -1.477e-09   4.837e-08   6.191e-08
 -7.482e-09  -2.022e-09   5.025e-09   2.052e-09   4.740e-08   6.090e-08
  3.808e-09   1.153e-09   1.805e-10  -2.841e-09   3.280e-08   2.879e-08
 -4.069e-09  -2.030e-09   1.805e-10   4.121e-09   3.182e-08   2.875e-08
Element   178
  1.877e-09   2.197e-09  -4.520e-12  -9.233e-10   1.684e-08  -2.374e-09
 -1.878e-09  -2.228e-09  -4.520e-12   9.169e-10   1.682e-08  -2.380e-09
 -1.547e-10   2.214e-09  -8.838e-11  -2.667e-09  -5.153e-09   4.262e-09
  8.857e-10  -2.244e-09  -8.838e-11   2.575e-09  -5.172e-09   4.497e-09
  1.884e-09   3.934e-09   2.282e-11   1.084e-09   2.305e-08   1.616e-08
 -1.888e-09  -3.887e-09   2.282e-11  -1.812e-09   2.279e-08   1.616e-08
 -1.402e-10   3.953e-09  -1.248e-09  -6.516e-10  -1.597e-08  -7.451e-10
  8.659e-10  -3.905e-09  -1.248e-09  -1.622e-10  -1.623e-08  -5.113e-10
Element   179
  2.973e-09   3.621e-09   3.589e-10   2.145e-09  -2.202e-08   2.257e-08
 -3.184e-09  -3.664e-09   3.589e-10  -1.930e-09  -2.195e-08   2.250e-08
  3.914e-09   3.621e-09   6.522e-12   1.967e-09   1.420e-08   2.375e-08
 -3.971e-09  -3.664e-09   6.522e-12  -1.883e-09   1.427e-08   2.375e-08
  2.972e-09   3.801e-09   1.704e-11   1.201e-09  -1.867e-08  -7.800e-09
 -3.184e-09  -3.712e-09   1.704e-11  -1.142e-09  -1.866e-08  -7.869e-09
  3.918e-09   3.800e-09  -7.906e-12   1.028e-09   1.839e-08  -1.550e-08
 -3.974e-09  -3.711e-09  -7.906e-12  -1.100e-09   1.839e-08  -1.550e-08
Element   180
  4.365e-09   2.724e-09  -8.356e-11  -1.073e-10  -1.186e-08   2.459e-08
 -4.399e-09  -2.548e-09  -8.356e-11  -2.374e-11  -1.188e-08   2.460e-08
  4.640e-09   2.706e-09   2.267e-11  -1.140e-09   1.429e-08   2.485e-08
 -4.768e-09  -2.529e-09   2.267e-11   1.089e-09   1.427e-08   2.484e-08
  4.367e-09   3.769e-09  -1.207e-11  -3.909e-10  -1.845e-08  -1.901e-08
 -4.402e-09  -3.676e-09  -1.207e-11   3.549e-10  -1.845e-08  -1.900e-08
  4.643e-09   3.750e-09   1.492e-12  -1.425e-09   1.841e-08  -2.201e-08
 -4.771e-09  -3.655e-09   1.492e-12   1.469e-09   1.841e-08  -2.202e-08
Element   181
  5.546e-09   3.662e-09  -1.577e-10  -4.666e-09   2.130e-08   3.186e-08
 -5.534e-09  -3.440e-09  -1.577e-10   5.055e-09   2.134e-08   3.189e-08
  5.547e-09   4.929e-09  -1.549e-11  -5.248e-09   2.845e-08  -2.307e-08
 -5.535e-09  -4.850e-09  -1.549e-11   5.508e-09   2.845e-08  -2.304e-08
  4.964e-09   3.676e-09   2.790e-12  -3.400e-09  -1.466e-08   2.707e-08
 -5.081e-09  -3.455e-09   2.790e-12   3.643e-09  -1.463e-08   2.707e-08
  4.968e-09   4.938e-09   5.758e-13  -3.986e-09  -2.089e-08  -2.271e-08
 -5.084e-09  -4.861e-09   5.758e-13   4.101e-09  -2.088e-08  -2.271e-08
Element   182
  4.214e-09   7.491e-09   7.265e-10  -7.070e-09   4.930e-08   3.581e-08
 -4.578e-09  -7.706e-09   7.265e-10   6.750e-09   4.916e-08   3.568e-08
  4.214e-09   7.276e-09   4.312e-11  -5.953e-09   3.988e-08  -7.807e-09
 -4.577e-09  -7.203e-09   4.312e-11   5.940e-09   3.987e-08  -7.945e-09
  5.346e-09   7.490e-09   3.616e-11  -7.286e-09  -2.727e-08   3.427e-08
 -5.400e-09  -7.706e-09   3.616e-11   7.259e-09  -2.740e-08   3.426e-08
  5.346e-09   7.275e-09  -4.090e-12  -6.168e-09  -3.313e-08  -1.901e-08
 -5.399e-09  -7.202e-09  -4.090e-12   6.448e-09  -3.314e-08  -1.902e-08
Element   183
 -4.453e-10  -1.104e-09  -6.547e-12   1.367e-08  -2.063e-08   1.015e-08
  5.653e-10   9.298e-10  -6.547e-12  -1.388e-08  -2.066e-08   1.015e-08
 -1.741e-09  -1.108e-09  -1.596e-10   1.092e-08  -1.028e-08   1.410e-08
  3.235e-09   9.334e-10  -1.596e-10  -1.134e-08  -1.031e-08   1.457e-08
 -4.410e-10   1.638e-09  -1.462e-11   1.497e-08  -1.594e-08   4.677e-09
  5.565e-10  -1.613e-09  -1.462e-11  -1.656e-08  -1.643e-08   4.677e-09
 -1.739e-09   1.635e-09  -2.491e-09   1.222e-08  -3.202e-08  -1.088e-08
  3.230e-09  -1.611e-09  -2.491e-09  -1.401e-08  -3.251e-08  -1.041e-08
Element   184
 -4.440e-10   2.196e-10  -1.151e-10   8.218e-09  -4.688e-09  -4.179e-09
  5.272e-10  -2.696e-10  -1.151e-10  -8.145e-09  -4.663e-09  -4.149e-09
 -4.439e-10  -1.453e-09   3.267e-11   8.244e-09  -1.074e-08   9.586e-10
  5.270e-10   1.351e-09   3.267e-11  -8.222e-09  -1.075e-08   9.879e-10
 -4.134e-10   2.125e-10   5.045e-12   6.561e-09  -6.782e-09  -3.359e-09
  4.456e-10  -2.627e-10   5.045e-12  -6.539e-09  -6.758e-09  -3.357e-09
 -4.132e-10  -1.455e-09   1.218e-11   6.585e-09   3.378e-09   1.280e-09
  4.453e-10   1.353e-09   1.218e-11  -6.615e-09   3.374e-09   1.281e-09
Element   185
  3.301e-09   8.594e-09   4.957e-13   4.302e-09   5.225e-08   7.560e-09
 -3.401e-09  -8.544e-09   4.957e-13  -4.174e-09   5.225e-08   7.555e-09
  3.311e-09   1.081e-08  -2.464e-11   1.399e-09   5.742e-08  -2.591e-08
 -3.413e-09  -1.054e-08  -2.464e-11  -1.078e-09   5.738e-08  -2.592e-08
  4.242e-10   8.589e-09  -1.426e-11   6.511e-09  -3.293e-08  -2.050e-09
 -3.323e-10  -8.539e-09  -1.426e-11  -6.169e-09  -3.294e-08  -2.095e-09
  4.289e-10   1.080e-08  -2.389e-10   3.623e-09  -4.860e-08  -5.902e-09
 -3.374e-10  -1.053e-08  -2.389e-10  -3.089e-09  -4.864e-08  -5.947e-09
Element   186
 -8.396e-10  -2.842e-09  -1.335e-11  -6.251e-09   2.114e-08   2.242e-09
  8.865e-10   2.858e-09  -1.335e-11   6.475e-09   2.114e-08   2.242e-09
 -8.396e-10  -2.801e-09  -1.202e-11  -6.282e-09   2.198e-08  -6.617e-09
  8.867e-10   2.748e-09  -1.202e-11   6.421e-09   2.193e-08  -6.617e-09
 -8.710e-10  -2.842e-09  -2.202e-12  -6.209e-09  -8.567e-09   3.180e-09
  8.323e-10   2.860e-09  -2.202e-12   6.365e-09  -8.569e-09   3.130e-09
 -8.711e-10  -2.801e-09   2.459e-10  -6.241e-09  -6.705e-09  -5.323e-09
  8.322e-10   2.749e-09   2.459e-10   6.311e-09  -6.756e-09  -5.372e-09
Element   187
 -1.998e-09   1.872e-08  -4.919e-09  -1.454e-09   8.268e-08   1.248e-08
  4.847e-09  -1.861e-08  -4.919e-09  -1.816e-09   8.367e-08   1.157e-08
  5.097e-09   1.879e-08   1.107e-10   6.033e-09  -1.063e-07  -5.018e-08
 -5.042e-09  -1.868e-08   1.107e-10  -8.964e-09  -1.053e-07  -5.016e-08
 -2.045e-09   1.137e-08  -3.045e-10  -8.532e-09   3.922e-08  -2.204e-08
  4.912e-09  -1.162e-08  -3.045e-10   8.027e-09   3.928e-08  -2.296e-08
  5.081e-09   1.141e-08   5.803e-13  -1.043e-09  -7.668e-08   1.907e-10
 -5.019e-09  -1.166e-08   5.803e-13   8.898e-10  -7.662e-08   2.129e-10
Element   188
  8.640e-09   1.533e-08   1.448e-09   1.215e-08   9.815e-08  -7.252e-08
 -9.386e-09  -1.574e-08   1.448e-09  -1.148e-08   9.788e-08  -7.225e-08
  1.117e-08   1.533e-08   7.049e-11   1.254e-08  -5.756e-08  -7.161e-08
 -1.130e-08  -1.573e-08   7.049e-11  -1.245e-08  -5.783e-08  -7.159e-08
  8.637e-09   1.494e-08   7.934e-11   9.635e-09   7.952e-08   1.696e-08
 -9.383e-09  -1.476e-08   7.934e-11  -9.565e-09   7.950e-08   1.724e-08
  1.116e-08   1.494e-08  -1.057e-11   1.002e-08  -6.937e-08   3.998e-08
 -1.130e-08  -1.476e-08  -1.057e-11  -1.054e-08  -6.939e-08   3.999e-08
Element   189
  1.181e-08   8.553e-09  -3.111e-10   7.194e-09   4.603e-08  -6.801e-08
 -1.182e-08  -8.080e-09  -3.111e-10  -7.911e-09   4.610e-08  -6.806e-08
  1.107e-08   8.557e-09   2.367e-11   4.566e-09  -3.744e-08  -6.050e-08
 -1.135e-08  -8.084e-09   2.367e-11  -4.997e-09  -3.737e-08  -6.049e-08
  1.181e-08   1.116e-08  -3.087e-11   7.938e-09   6.149e-08   4.952e-08
 -1.182e-08  -1.097e-08  -3.087e-11  -8.386e-09   6.150e-08   4.947e-08
  1.107e-08   1.117e-08   3.581e-12   5.313e-09  -4.969e-08   5.089e-08
 -1.135e-08  -1.098e-08   3.581e-12  -5.474e-09  -4.968e-08   5.089e-08
Element   190
  1.075e-08   7.660e-09   4.334e-11  -2.546e-10   3.731e-08  -5.833e-08
 -1.104e-08  -7.230e-09   4.334e-11   5.121e-10   3.725e-08  -5.833e-08
  1.064e-08   7.688e-09  -2.377e-10  -2.646e-09  -3.684e-08  -6.143e-08
 -1.069e-08  -7.261e-09  -2.377e-10   3.127e-09  -3.690e-08  -6.147e-08
  1.075e-08   1.005e-08   4.522e-12  -1.336e-10   4.730e-08   5.024e-08
 -1.104e-08  -9.849e-09   4.522e-12   1.521e-10   4.730e-08   5.025e-08
  1.064e-08   1.008e-08  -2.736e-11  -2.522e-09  -5.200e-08   4.515e-08
 -1.069e-08  -9.874e-09  -2.736e-11   2.763e-09  -5.201e-08   4.510e-08
Element   191
  4.551e-09   1.338e-08   7.570e-11  -2.898e-09   7.697e-08  -4.233e-08
 -4.509e-09  -1.331e-08   7.570e-11   5.149e-09   7.621e-08  -4.232e-08
 -9.111e-10   1.335e-08  -3.712e-09   2.752e-09  -5.531e-08   4.948e-09
  3.096e-09  -1.328e-08  -3.712e-09  -2.884e-10  -5.607e-08   4.253e-09
  4.576e-09   7.689e-09  -6.048e-12   2.607e-09   5.476e-08   3.250e-09
 -4.544e-09  -7.846e-09  -6.048e-12  -2.527e-09   5.471e-08   3.266e-09
 -8.776e-10   7.661e-09  -2.402e-10   8.243e-09  -2.238e-08  -1.508e-08
  3.050e-09  -7.819e-09  -2.402e-10  -7.949e-09  -2.243e-08  -1.577e-08
Element   192
 -2.711e-09  -6.739e-09  -2.218e-11   1.924e-08   5.257e-08   1.952e-08
  2.855e-09   6.516e-09  -2.218e-11  -1.953e-08   5.242e-08   1.953e-08
 -2.711e-09  -7.126e-09  -2.463e-11   1.920e-08   5.135e-08  -7.734e-09
  2.855e-09   7.107e-09  -2.463e-11  -1.976e-08   5.134e-08  -7.734e-09
 -2.752e-09  -6.738e-09   7.583e-10   1.885e-08  -1.222e-08   1.625e-08
  2.635e-09   6.513e-09   7.583e-10  -1.895e-08  -1.237e-08   1.640e-08
 -2.752e-09  -7.124e-09   4.278e-12   1.881e-08  -1.850e-08  -9.961e-09
  2.636e-09   7.105e-09   4.278e-12  -1.917e-08  -1.851e-08  -9.810e-09
Element   193
 -1.430e-09  -7.771e-09  -9.859e-12   8.502e-09   3.119e-08   4.009e-09
  1.562e-09   7.752e-09  -9.859e-12  -8.987e-09   3.119e-08   4.038e-09
 -1.428e-09  -1.129e-08  -1.521e-10   9.537e-09   3.885e-08  -1.111e-08
  1.560e-09   1.136e-08  -1.521e-10  -1.012e-08   3.883e-08  -1.108e-08
 -3.830e-10  -7.778e-09  -2.642e-12   4.965e-09  -4.684e-08   1.070e-09
  4.185e-10   7.760e-09  -2.642e-12  -5.364e-09  -4.684e-08   1.078e-09
 -3.824e-10  -1.130e-08  -4.074e-11   6.005e-09  -7.509e-08  -2.981e-09
  4.179e-10   1.137e-08  -4.074e-11  -6.500e-09  -7.511e-08  -2.974e-09
Element   194
 -3.695e-09  -7.055e-09  -1.632e-11  -2.416e-08  -5.324e-08  -1.070e-08
  3.893e-09   6.951e-09  -1.632e-11   2.485e-08  -5.323e-08  -1.070e-08
 -3.695e-09  -6.074e-09  -1.057e-11  -2.419e-08  -5.205e-08   2.894e-08
  3.896e-09   5.717e-09  -1.057e-11   2.456e-08  -5.185e-08   2.893e-08
 -3.725e-09  -7.048e-09   1.985e-11  -2.314e-08   1.587e-08  -1.519e-08
  3.583e-09   6.942e-09   1.985e-11   2.357e-08   1.588e-08  -1.498e-08
 -3.724e-09  -6.063e-09   1.025e-09  -2.319e-08   4.945e-09   2.354e-08
  3.586e-09   5.703e-09   1.025e-09   2.328e-08   5.151e-09   2.374e-08
Element   195
 -6.564e-10  -8.373e-09  -8.393e-11  -4.839e-09  -3.180e-08  -5.217e-09
  7.178e-10   8.447e-09  -8.393e-11   5.166e-09  -3.179e-08  -5.203e-09
 -6.579e-10  -6.563e-09  -1.375e-11  -4.369e-09  -2.736e-08   1.835e-09
  7.194e-10   6.599e-09  -1.375e-11   4.652e-09  -2.736e-08   1.849e-09
 -1.765e-10  -8.409e-09  -2.249e-11  -3.023e-09   5.429e-08  -1.369e-09
  1.931e-10   8.484e-09  -2.249e-11   3.312e-09   5.430e-08  -1.365e-09
 -1.769e-10  -6.592e-09  -3.684e-12  -2.547e-09   3.988e-08   5.212e-10
  1.935e-10   6.629e-09  -3.684e-12   2.792e-09   3.988e-08   5.250e-10
Element   196
  2.524e-09   6.072e-09   2.063e-12  -3.602e-10  -3.946e-08   3.877e-10
 -2.477e-09  -6.226e-09   2.063e-12   4.502e-10  -3.943e-08   3.772e-10
  2.524e-09   9.964e-09   5.430e-11  -3.814e-09  -5.453e-08   2.523e-08
 -2.477e-09  -9.961e-09   5.430e-11   5.323e-09  -5.402e-08   2.522e-08
 -9.508e-10   6.081e-09  -1.573e-10   3.549e-09   2.219e-08   1.154e-08
  2.427e-09  -6.235e-09  -1.573e-10  -3.296e-09   2.223e-08   1.200e-08
 -9.531e-10   9.967e-09  -2.472e-09   1.033e-10   4.525e-08  -5.275e-09
  2.430e-09  -9.964e-09  -2.472e-09   1.567e-09   4.575e-08  -4.810e-09
Element   197
 -7.914e-10  -7.113e-09  -1.915e-10   1.832e-08  -2.359e-08   6.216e-09
  8.910e-10   7.154e-09  -1.915e-10  -1.857e-08  -2.355e-08   6.171e-09
 -5.079e-10  -7.112e-09  -2.650e-11   1.791e-08   4.681e-08   5.140e-09
  5.289e-10   7.153e-09  -2.650e-11  -1.812e-08   4.684e-08   5.140e-09
 -7.877e-10  -6.702e-09   2.764e-11   1.803e-08  -3.036e-08   3.521e-10
  8.863e-10   6.705e-09   2.764e-11  -1.821e-08  -3.038e-08   3.081e-10
 -5.057e-10  -6.701e-09  -2.919e-11   1.762e-08   3.642e-08   1.471e-09
  5.261e-10   6.705e-09  -2.919e-11  -1.776e-08   3.641e-08   1.471e-09
Element   198
 -2.912e-09  -2.456e-08  -3.073e-10  -1.955e-08   8.681e-08   2.285e-08
  3.164e-09   2.471e-08  -3.073e-10   2.067e-08   8.676e-08   2.279e-08
 -2.926e-09  -1.737e-08  -2.331e-11  -1.748e-08   7.049e-08  -8.437e-09
  3.178e-09   1.736e-08  -2.331e-11   1.841e-08   7.049e-08  -8.495e-09
 -7.756e-10  -2.447e-08  -8.233e-11  -1.226e-08  -1.602e-07   6.313e-09
  8.425e-10   2.462e-08  -8.233e-11   1.321e-08  -1.603e-07   6.298e-09
 -7.791e-10  -1.732e-08  -6.245e-12  -1.017e-08  -1.033e-07  -2.068e-09
  8.463e-10   1.731e-08  -6.245e-12   1.094e-08  -1.033e-07  -2.084e-09
Element   199
  7.402e-09   1.167e-08   5.458e-11  -4.877e-09  -5.896e-08   1.664e-08
 -7.990e-09  -1.148e-08   5.458e-11   4.802e-09  -5.895e-08   1.684e-08
  9.731e-09   1.167e-08  -1.395e-11  -4.944e-09   5.516e-08   3.704e-08
 -9.866e-09  -1.149e-08  -1.395e-11   5.281e-09   5.518e-08   3.705e-08
  7.391e-09   1.172e-08   1.081e-09  -7.224e-09  -7.045e-08  -6.083e-08
 -7.981e-09  -1.195e-08   1.081e-09   6.690e-09  -7.025e-08  -6.063e-08
  9.716e-09   1.172e-08   4.039e-11  -7.297e-09   4.623e-08  -6.136e-08
 -9.854e-09  -1.195e-08   4.039e-11   7.174e-09   4.644e-08  -6.135e-08
Element   200
 -1.078e-09   1.823e-09  -1.237e-11   1.263e-08   2.372e-08  -6.761e-09
  1.161e-09  -1.850e-09  -1.237e-11  -1.243e-08   2.373e-08  -6.764e-09
 -1.076e-09   4.576e-09  -2.964e-11   1.138e-08   4.059e-08   4.200e-09
  1.159e-09  -4.762e-09  -2.964e-11  -1.141e-08   4.075e-08   4.196e-09
 -2.308e-09   1.815e-09   7.563e-12   1.536e-08   5.198e-09  -9.826e-09
  2.174e-09  -1.843e-09   7.563e-12  -1.532e-08   5.201e-09  -9.676e-09
 -2.304e-09   4.565e-09   7.563e-10   1.411e-08  -6.260e-09   1.211e-08
  2.171e-09  -4.750e-09   7.563e-10  -1.429e-08  -6.102e-09   1.226e-08

Element GaussStress

        S11         S22         S33         S12         S23         S13
Element     1
  5.202e-03   5.129e-03   3.148e-03   9.420e-05   5.934e-03   1.155e-03
 -5.721e-03  -5.417e-03  -3.293e-03  -2.852e-04   5.932e-03   1.312e-03
  6.820e-03   7.335e-03   6.335e-03  -5.176e-05   1.047e-02  -1.005e-02
 -5.145e-03  -5.642e-03  -1.148e-03  -3.334e-05   1.031e-02  -9.894e-03
  4.677e-03   4.895e-03   2.895e-03   3.885e-04  -4.329e-03   2.929e-03
 -4.854e-03  -5.054e-03  -2.949e-03  -6.856e-04  -4.331e-03   2.931e-03
  5.132e-03   5.939e-03   3.370e-03   2.425e-04  -3.267e-03  -6.288e-03
 -5.441e-03  -6.441e-03  -3.516e-03  -4.337e-04  -3.424e-03  -6.286e-03
Element     2
  3.515e-03   3.018e-03   1.970e-03   5.140e-04   3.470e-03   3.380e-03
 -3.514e-03  -2.966e-03  -1.934e-03  -6.439e-04   3.470e-03   3.340e-03
  2.965e-03   2.143e-03   1.013e-03   3.228e-04   1.704e-03  -4.432e-03
 -3.404e-03  -2.301e-03  -2.231e-03  -4.655e-04   1.742e-03  -4.473e-03
  2.839e-03   2.725e-03   1.668e-03   3.514e-04  -1.730e-03   2.840e-03
 -2.896e-03  -2.705e-03  -1.682e-03  -3.666e-04  -1.731e-03   2.837e-03
  2.578e-03   2.138e-03   1.384e-03   1.602e-04  -1.297e-03  -3.126e-03
 -2.498e-03  -1.752e-03  -1.306e-03  -1.883e-04  -1.259e-03  -3.128e-03
Element     3
  2.049e-03   1.515e-03   1.064e-03   1.352e-04   1.269e-03   2.469e-03
 -2.109e-03  -1.491e-03  -1.085e-03  -1.409e-04   1.269e-03   2.477e-03
  2.092e-03   1.531e-03   1.192e-03   6.677e-05   1.235e-03  -2.551e-03
 -2.040e-03  -1.415e-03  -9.311e-04  -6.235e-05   1.226e-03  -2.543e-03
  1.810e-03   1.413e-03   9.640e-04   1.218e-04  -8.745e-04   1.997e-03
 -1.833e-03  -1.373e-03  -9.646e-04  -1.370e-04  -8.744e-04   1.997e-03
  1.785e-03   1.362e-03   9.328e-04   5.333e-05  -8.220e-04  -2.288e-03
 -1.832e-03  -1.364e-03  -9.699e-04  -5.850e-05  -8.310e-04  -2.289e-03
Element     4
  1.596e-03   1.121e-03   8.122e-04   6.125e-05   7.856e-04   1.831e-03
 -1.615e-03  -1.085e-03  -8.126e-04  -5.832e-05   7.856e-04   1.829e-03
  1.569e-03   1.077e-03   7.683e-04   4.450e-05   7.518e-04  -2.133e-03
 -1.617e-03  -1.072e-03  -8.323e-04  -4.620e-05   7.577e-04  -2.135e-03
  1.536e-03   1.095e-03   7.857e-04   5.260e-05  -6.665e-04   1.846e-03
 -1.573e-03  -1.067e-03  -7.957e-04  -5.084e-05  -6.665e-04   1.851e-03
  1.555e-03   1.096e-03   8.461e-04   3.584e-05  -6.196e-04  -1.973e-03
 -1.530e-03  -1.010e-03  -7.111e-04  -3.873e-05  -6.137e-04  -1.969e-03
Element     5
  1.707e-03   1.378e-03   9.235e-04  -7.127e-05   7.909e-04   1.895e-03
 -1.742e-03  -1.358e-03  -9.319e-04   7.878e-05   7.913e-04   1.894e-03
  1.574e-03   1.076e-03   7.819e-04  -8.233e-06   5.600e-04  -2.088e-03
 -1.535e-03  -8.672e-04  -7.338e-04   2.342e-05   5.407e-04  -2.089e-03
  1.931e-03   1.476e-03   1.026e-03  -1.559e-04  -1.411e-03   2.013e-03
 -1.932e-03  -1.437e-03  -1.007e-03   2.207e-04  -1.410e-03   1.992e-03
  1.650e-03   1.026e-03   5.389e-04  -9.281e-05  -5.089e-04  -2.562e-03
 -1.874e-03  -1.095e-03  -1.154e-03   1.653e-04  -5.282e-04  -2.583e-03
Element     6
  2.351e-03   2.165e-03   1.365e-03  -1.048e-04   1.749e-03   1.695e-03
 -2.442e-03  -2.235e-03  -1.393e-03   2.550e-04   1.750e-03   1.695e-03
  2.575e-03   2.681e-03   1.598e-03  -5.069e-05   1.202e-03  -3.393e-03
 -2.733e-03  -2.922e-03  -1.675e-03   1.476e-04   1.281e-03  -3.392e-03
  2.548e-03   2.254e-03   1.464e-03   4.066e-05  -2.356e-03   7.078e-04
 -2.811e-03  -2.388e-03  -1.536e-03   5.680e-05  -2.355e-03   7.868e-04
  3.358e-03   3.355e-03   3.065e-03   9.477e-05  -4.621e-03  -5.187e-03
 -2.515e-03  -2.489e-03  -4.510e-04  -5.061e-05  -4.542e-03  -5.108e-03
Element     7
  6.403e-05   1.356e-03   3.914e-04  -3.805e-04   1.731e-03  -1.568e-03
  3.019e-04  -1.259e-03  -3.215e-04   3.503e-04   1.734e-03  -1.606e-03
  2.588e-04   2.184e-03   2.127e-04  -1.200e-04   3.593e-03   8.086e-04
 -4.341e-04  -2.602e-03  -1.431e-03  -2.499e-05   3.634e-03   7.713e-04
  9.950e-04   1.766e-03   8.270e-04  -6.385e-05  -3.022e-03  -7.895e-04
 -9.925e-04  -1.802e-03  -8.397e-04   4.644e-05  -3.019e-03  -7.886e-04
  1.477e-03   2.881e-03   1.317e-03   1.967e-04  -4.263e-03  -1.592e-03
 -1.442e-03  -2.859e-03  -1.280e-03  -3.289e-04  -4.222e-03  -1.591e-03
Element     8
  1.569e-03   2.243e-03   1.151e-03   3.895e-04   3.029e-03  -1.707e-04
 -1.644e-03  -2.254e-03  -1.162e-03  -3.938e-04   3.028e-03  -1.596e-04
  1.694e-03   2.425e-03   1.387e-03   4.792e-04   3.825e-03  -2.420e-03
 -1.638e-03  -2.352e-03  -1.046e-03  -4.589e-04   3.814e-03  -2.409e-03
  1.877e-03   2.372e-03   1.272e-03   4.175e-04  -2.433e-03   7.409e-04
 -1.878e-03  -2.358e-03  -1.273e-03  -4.453e-04  -2.434e-03   7.416e-04
  1.924e-03   2.476e-03   1.327e-03   5.072e-04  -2.034e-03  -2.282e-03
 -1.950e-03  -2.533e-03  -1.338e-03  -5.104e-04  -2.045e-03  -2.281e-03
Element     9
  1.639e-03   1.692e-03   9.945e-04   3.729e-04   2.042e-03   1.093e-03
 -1.623e-03  -1.669e-03  -9.925e-04  -3.944e-04   2.043e-03   1.091e-03
  1.493e-03   1.372e-03   8.252e-04   3.356e-04   1.485e-03  -2.096e-03
 -1.494e-03  -1.344e-03  -8.853e-04  -3.677e-04   1.488e-03  -2.099e-03
  1.511e-03   1.638e-03   9.432e-04   2.863e-04  -1.392e-03   1.142e-03
 -1.528e-03  -1.627e-03  -9.478e-04  -2.967e-04  -1.392e-03   1.142e-03
  1.382e-03   1.335e-03   8.146e-04   2.490e-04  -1.027e-03  -1.727e-03
 -1.381e-03  -1.284e-03  -7.998e-04  -2.700e-04  -1.025e-03  -1.727e-03
Element    10
  1.292e-03   1.254e-03   7.629e-04   1.284e-04   1.227e-03   1.096e-03
 -1.311e-03  -1.241e-03  -7.666e-04  -1.295e-04   1.226e-03   1.096e-03
  1.198e-03   1.029e-03   6.720e-04   1.139e-04   9.129e-04  -1.590e-03
 -1.201e-03  -9.879e-04  -6.529e-04  -1.075e-04   9.112e-04  -1.589e-03
  1.240e-03   1.231e-03   7.375e-04   6.339e-05  -1.187e-03   9.183e-04
 -1.236e-03  -1.209e-03  -7.372e-04  -5.811e-05  -1.187e-03   9.172e-04
  1.134e-03   9.949e-04   6.204e-04   4.888e-05  -8.184e-04  -1.584e-03
 -1.137e-03  -9.677e-04  -6.498e-04  -3.608e-05  -8.201e-04  -1.585e-03
Element    11
  1.154e-03   1.231e-03   7.125e-04  -6.448e-06   1.247e-03   6.520e-04
 -1.156e-03  -1.214e-03  -7.138e-04   1.786e-05   1.248e-03   6.523e-04
  1.156e-03   1.232e-03   7.169e-04  -7.440e-05   9.751e-04  -1.557e-03
 -1.170e-03  -1.249e-03  -7.250e-04   7.349e-05   9.808e-04  -1.557e-03
  9.191e-04   1.132e-03   6.175e-04  -6.704e-06  -1.298e-03   1.019e-04
 -9.585e-04  -1.127e-03  -6.235e-04   7.233e-06  -1.297e-03   1.075e-04
  9.606e-04   1.173e-03   7.148e-04  -7.466e-05  -1.622e-03  -1.490e-03
 -9.326e-04  -1.123e-03  -5.417e-04   6.286e-05  -1.616e-03  -1.484e-03
Element    12
  4.904e-04   6.498e-04   3.401e-04   1.807e-04   1.196e-03  -2.606e-04
 -4.907e-04  -6.596e-04  -3.471e-04  -1.721e-04   1.195e-03  -2.601e-04
  7.099e-04   1.157e-03   5.643e-04   3.751e-05   1.748e-03  -9.954e-04
 -6.929e-04  -1.136e-03  -5.446e-04   2.932e-05   1.727e-03  -9.950e-04
 -2.025e-05   4.254e-04   1.029e-04   3.246e-04  -3.594e-04  -7.009e-04
  2.046e-04  -3.672e-04  -6.747e-05  -3.093e-04  -3.607e-04  -7.197e-04
  5.472e-05   7.884e-04  -1.014e-05   1.815e-04  -1.214e-03   2.869e-04
 -1.422e-04  -9.884e-04  -6.022e-04  -1.079e-04  -1.234e-03   2.681e-04
Element    13
 -9.225e-04   3.447e-05  -2.650e-04  -6.098e-04   2.938e-04  -1.728e-03
  9.106e-04  -5.465e-05   2.582e-04   5.965e-04   2.934e-04  -1.720e-03
 -6.400e-04   6.138e-04   9.736e-05  -5.840e-04   8.474e-04   1.547e-03
  7.347e-04  -5.448e-04   1.622e-04   5.825e-04   8.390e-04   1.555e-03
 -8.348e-04   7.057e-05  -2.324e-04  -4.614e-04  -1.237e-03  -1.762e-03
