
 Node          U1          U2          U3
  7.322e-09  -3.065e-09  -1.570e-11  -7.662e-09  -2.017e-08   3.800e-08
Element    45
 -7.513e-09   7.441e-09  -1.531e-11   3.723e-09   3.410e-08  -3.511e-08
  7.574e-09  -7.416e-09  -1.531e-11  -3.675e-09   3.410e-08  -3.511e-08
 -7.513e-09   5.348e-09  -1.557e-11   3.695e-09   2.444e-08   4.032e-08
  7.574e-09  -5.335e-09  -1.557e-11  -3.655e-09   2.444e-08   4.032e-08
 -7.540e-09   7.441e-09  -1.455e-11   1.631e-09  -4.018e-08  -3.414e-08
  7.594e-09  -7.416e-09  -1.455e-11  -1.593e-09  -4.018e-08  -3.414e-08
 -7.540e-09   5.348e-09  -1.598e-11   1.603e-09  -2.897e-08   4.153e-08
  7.594e-09  -5.335e-09  -1.598e-11  -1.574e-09  -2.897e-08   4.153e-08
Element    46
 -7.370e-09   7.390e-09  -1.477e-11  -3.594e-09   3.989e-08  -3.313e-08
  7.421e-09  -7.354e-09  -1.477e-11   3.611e-09   3.989e-08  -3.313e-08
 -7.370e-09   5.471e-09  -1.608e-11  -3.102e-09   2.904e-08   4.083e-08
  7.421e-09  -5.450e-09  -1.608e-11   3.118e-09   2.904e-08   4.083e-08
 -6.878e-09   7.390e-09  -1.612e-11  -5.513e-09  -3.383e-08  -3.134e-08
  6.928e-09  -7.354e-09  -1.612e-11   5.515e-09  -3.383e-08  -3.134e-08
 -6.878e-09   5.471e-09  -1.597e-11  -5.020e-09  -2.557e-08   3.768e-08
  6.928e-09  -5.450e-09  -1.597e-11   5.023e-09  -2.557e-08   3.768e-08
Element    47
 -6.384e-09   4.395e-09  -2.016e-11  -9.281e-09   2.841e-08  -2.973e-08
  6.441e-09  -4.365e-09  -2.016e-11   9.258e-09   2.841e-08  -2.973e-08
 -6.384e-09   3.364e-09  -1.627e-11  -8.426e-09   2.141e-08   3.439e-08
  6.441e-09  -3.351e-09  -1.627e-11   8.421e-09   2.141e-08   3.439e-08
 -5.529e-09   4.395e-09  -2.985e-11  -1.031e-08  -1.539e-08  -2.712e-08
  5.603e-09  -4.365e-09  -2.985e-11   1.027e-08  -1.539e-08  -2.712e-08
 -5.529e-09   3.364e-09  -1.721e-11  -9.458e-09  -1.216e-08   2.854e-08
  5.603e-09  -3.351e-09  -1.721e-11   9.435e-09  -1.216e-08   2.854e-08
Element    48
 -4.781e-09   2.481e-11  -1.874e-11  -1.170e-08   7.436e-09  -2.438e-08
  4.858e-09  -3.340e-11  -1.874e-11   1.171e-08   7.444e-09  -2.438e-08
 -4.781e-09   1.017e-10  -1.670e-11  -1.051e-08   5.771e-09   2.382e-08
  4.858e-09  -1.010e-10  -1.670e-11   1.051e-08   5.772e-09   2.382e-08
 -3.591e-09   2.481e-11   2.132e-11  -1.162e-08   7.145e-09  -1.948e-08
  3.659e-09  -3.340e-11   2.132e-11   1.164e-08   7.153e-09  -1.949e-08
 -3.591e-09   1.017e-10  -1.437e-11  -1.043e-08   4.758e-09   1.677e-08
  3.659e-09  -1.010e-10  -1.437e-11   1.045e-08   4.758e-09   1.676e-08
Element    49
 -5.972e-09   1.863e-09  -2.576e-10   1.607e-08  -2.260e-09  -3.322e-08
  6.234e-09  -1.902e-09  -2.576e-10  -1.589e-08  -2.213e-09  -3.318e-08
 -5.972e-09   5.253e-10  -3.083e-11   1.547e-08  -6.577e-09   2.781e-08
  6.234e-09  -5.760e-10  -3.083e-11  -1.542e-08  -6.574e-09   2.785e-08
 -6.571e-09   1.863e-09  -1.933e-11   1.473e-08  -2.109e-08  -3.377e-08
  6.707e-09  -1.902e-09  -1.933e-11  -1.456e-08  -2.104e-08  -3.377e-08
 -6.571e-09   5.253e-10  -1.921e-11   1.413e-08  -1.208e-08   3.262e-08
  6.707e-09  -5.760e-10  -1.921e-11  -1.409e-08  -1.208e-08   3.262e-08
Element    50
 -6.463e-09   7.999e-09   4.789e-11   9.328e-09   3.116e-08  -3.094e-08
  6.547e-09  -8.040e-09   4.789e-11  -9.205e-09   3.115e-08  -3.095e-08
 -6.463e-09   5.793e-09  -1.573e-11   1.022e-08   2.121e-08   3.411e-08
  6.547e-09  -5.793e-09  -1.573e-11  -1.012e-08   2.121e-08   3.410e-08
 -5.570e-09   7.999e-09  -6.747e-12   7.122e-09  -4.903e-08  -2.267e-08
  5.634e-09  -8.040e-09  -6.747e-12  -6.959e-09  -4.904e-08  -2.268e-08
 -5.570e-09   5.793e-09  -1.785e-11   8.016e-09  -3.672e-08   3.335e-08
  5.634e-09  -5.793e-09  -1.785e-11  -7.871e-09  -3.672e-08   3.335e-08
Element    51
 -4.852e-09   1.103e-08  -2.517e-11   1.682e-09   5.294e-08  -1.674e-08
  4.895e-09  -1.093e-08  -2.517e-11  -1.512e-09   5.294e-08  -1.674e-08
 -4.852e-09   8.963e-09  -1.788e-11   2.750e-09   4.174e-08   3.200e-08
  4.895e-09  -8.915e-09  -1.788e-11  -2.620e-09   4.174e-08   3.200e-08
 -3.784e-09   1.103e-08  -2.087e-11  -3.850e-10  -5.685e-08  -8.783e-09
  3.787e-09  -1.093e-08  -2.087e-11   5.018e-10  -5.685e-08  -8.782e-09
 -3.784e-09   8.963e-09  -1.586e-11   6.830e-10  -4.765e-08   2.907e-08
  3.787e-09  -8.915e-09  -1.586e-11  -6.062e-10  -4.765e-08   2.907e-08
Element    52
 -3.547e-09   1.038e-08  -2.038e-11  -3.670e-09   5.553e-08  -7.594e-09
  3.546e-09  -1.028e-08  -2.038e-11   3.643e-09   5.553e-08  -7.593e-09
 -3.547e-09   8.706e-09  -1.592e-11  -4.091e-09   4.699e-08   2.787e-08
  3.546e-09  -8.649e-09  -1.592e-11   4.092e-09   4.699e-08   2.787e-08
 -3.967e-09   1.038e-08  -2.335e-11  -5.348e-09  -4.780e-08  -1.230e-08
  3.995e-09  -1.028e-08  -2.335e-11   5.276e-09  -4.780e-08  -1.230e-08
 -3.967e-09   8.706e-09  -1.810e-11  -5.769e-09  -3.978e-08   2.751e-08
  3.995e-09  -8.649e-09  -1.810e-11   5.725e-09  -3.978e-08   2.752e-08
Element    53
 -4.332e-09   6.722e-09  -9.610e-12  -9.094e-09   4.239e-08  -1.633e-08
  4.375e-09  -6.718e-09  -9.610e-12   9.017e-09   4.240e-08  -1.633e-08
 -4.332e-09   5.295e-09  -1.838e-11  -9.670e-09   3.403e-08   2.721e-08
  4.375e-09  -5.267e-09  -1.838e-11   9.604e-09   3.403e-08   2.721e-08
 -4.907e-09   6.722e-09   3.091e-11  -1.052e-08  -2.481e-08  -2.263e-08
  4.962e-09  -6.718e-09   3.091e-11   1.047e-08  -2.480e-08  -2.263e-08
 -4.907e-09   5.295e-09  -1.696e-11  -1.110e-08  -1.878e-08   2.672e-08
  4.962e-09  -5.267e-09  -1.696e-11   1.105e-08  -1.878e-08   2.671e-08
Element    54
 -4.945e-09   9.471e-10  -2.033e-11  -1.389e-08   1.525e-08  -2.483e-08
  5.039e-09  -9.400e-10  -2.033e-11   1.379e-08   1.521e-08  -2.483e-08
 -4.945e-09   2.513e-10  -1.971e-11  -1.342e-08   9.975e-09   2.510e-08
  5.039e-09  -2.582e-10  -1.971e-11   1.341e-08   9.974e-09   2.510e-08
 -4.473e-09   9.471e-10  -2.009e-10  -1.459e-08   5.812e-09  -2.455e-08
  4.663e-09  -9.400e-10  -2.009e-10   1.447e-08   5.775e-09  -2.451e-08
 -4.473e-09   2.513e-10  -2.865e-11  -1.411e-08   7.428e-09   2.113e-08
  4.663e-09  -2.582e-10  -2.865e-11   1.410e-08   7.426e-09   2.117e-08
Element    55
 -7.020e-09   7.176e-09   9.922e-10   1.543e-08   1.721e-08  -3.349e-08
  6.948e-09  -7.498e-09   9.922e-10  -1.546e-08   1.700e-08  -3.369e-08
 -7.020e-09   3.645e-09   1.648e-11   1.654e-08   4.113e-09   3.635e-08
  6.948e-09  -3.757e-09   1.648e-11  -1.630e-08   4.105e-09   3.615e-08
 -5.903e-09   7.176e-09  -4.261e-11   1.189e-08  -5.616e-08  -2.542e-08
  6.111e-09  -7.498e-09  -4.261e-11  -1.172e-08  -5.637e-08  -2.541e-08
 -5.903e-09   3.645e-09  -2.560e-11   1.301e-08  -3.290e-08   3.465e-08
  6.111e-09  -3.757e-09  -2.560e-11  -1.256e-08  -3.291e-08   3.466e-08
Element    56
 -4.117e-09   1.324e-08  -3.194e-10   1.149e-09   6.329e-08  -1.327e-08
  4.333e-09  -1.294e-08  -3.194e-10  -3.456e-10   6.335e-08  -1.321e-08
 -4.117e-09   9.993e-09  -3.348e-11   4.911e-09   4.243e-08   2.898e-08
  4.333e-09  -9.956e-09  -3.348e-11  -4.369e-09   4.244e-08   2.904e-08
 -3.554e-10   1.324e-08  -4.087e-11  -2.094e-09  -6.761e-08   1.185e-08
  3.094e-10  -1.294e-08  -4.087e-11   2.643e-09  -6.755e-08   1.185e-08
 -3.554e-10   9.993e-09  -1.292e-11   1.667e-09  -5.731e-08   1.517e-08
  3.094e-10  -9.956e-09  -1.292e-11  -1.381e-09  -5.731e-08   1.518e-08
Element    57
  1.573e-09   1.169e-08   4.028e-11  -4.115e-09   6.330e-08   2.302e-08
 -1.685e-09  -1.158e-08   4.028e-11   4.126e-09   6.329e-08   2.301e-08
  1.573e-09   1.176e-08  -9.588e-12  -2.609e-09   5.872e-08   6.732e-09
 -1.685e-09  -1.164e-08  -9.588e-12   2.700e-09   5.872e-08   6.722e-09
  3.078e-09   1.169e-08  -1.655e-11  -4.046e-09  -5.308e-08   2.843e-08
 -3.111e-09  -1.158e-08  -1.655e-11   4.066e-09  -5.309e-08   2.843e-08
  3.078e-09   1.176e-08  -2.105e-11  -2.540e-09  -5.830e-08  -2.511e-09
 -3.111e-09  -1.164e-08  -2.105e-11   2.640e-09  -5.831e-08  -2.512e-09
Element    58
  3.168e-09   1.048e-08  -2.061e-11  -1.470e-09   5.101e-08   2.828e-08
 -3.198e-09  -1.034e-08  -2.061e-11   1.569e-09   5.102e-08   2.828e-08
  3.168e-09   1.086e-08  -2.164e-11  -2.732e-09   5.660e-08  -3.547e-09
 -3.198e-09  -1.074e-08  -2.164e-11   2.754e-09   5.661e-08  -3.548e-09
  1.905e-09   1.048e-08   2.512e-11  -1.090e-09  -5.310e-08   2.245e-08
 -2.012e-09  -1.034e-08   2.512e-11   1.175e-09  -5.309e-08   2.245e-08
  1.905e-09   1.086e-08  -1.177e-11  -2.353e-09  -5.137e-08   2.865e-09
 -2.012e-09  -1.074e-08  -1.177e-11   2.361e-09  -5.137e-08   2.858e-09
Element    59
  3.411e-10   1.019e-08  -3.574e-11  -1.905e-09   5.408e-08   1.292e-08
 -4.018e-10  -9.917e-09  -3.574e-11   1.537e-09   5.404e-08   1.293e-08
  3.411e-10   8.035e-09  -1.426e-11  -4.916e-09   4.776e-08   9.208e-09
 -4.018e-10  -7.964e-09  -1.426e-11   4.751e-09   4.776e-08   9.212e-09
 -2.670e-09   1.019e-08  -2.478e-10  -4.063e-09  -4.647e-08  -7.286e-09
  2.813e-09  -9.917e-09  -2.478e-10   3.490e-09  -4.651e-08  -7.243e-09
 -2.670e-09   8.035e-09  -3.093e-11  -7.074e-09  -3.223e-08   2.013e-08
  2.813e-09  -7.964e-09  -3.093e-11   6.705e-09  -3.223e-08   2.017e-08
Element    60
 -4.120e-09   4.443e-09  -3.812e-11  -1.151e-08   3.924e-08  -1.718e-08
  4.262e-09  -4.640e-09  -3.812e-11   1.140e-08   3.940e-08  -1.717e-08
 -4.120e-09   2.070e-09  -2.526e-11  -1.246e-08   2.309e-08   2.473e-08
  4.262e-09  -2.114e-09  -2.526e-11   1.214e-08   2.310e-08   2.474e-08
 -5.074e-09   4.443e-09   7.466e-10  -1.388e-08  -6.172e-09  -2.399e-08
  5.005e-09  -4.640e-09   7.466e-10   1.393e-08  -6.015e-09  -2.413e-08
 -5.074e-09   2.070e-09   6.881e-12  -1.483e-08   2.168e-09   2.641e-08
  5.005e-09  -2.114e-09   6.881e-12   1.467e-08   2.174e-09   2.626e-08
Element    61
 -3.492e-09   1.898e-08  -4.883e-09   2.773e-09   8.448e-08  -1.565e-08
  6.424e-09  -1.896e-08  -4.883e-09   6.977e-10   8.548e-08  -1.474e-08
 -3.492e-09   1.128e-08  -3.207e-10   9.486e-09   3.874e-08   3.393e-08
  6.424e-09  -1.157e-08  -3.207e-10  -8.824e-09   3.881e-08   3.484e-08
  3.221e-09   1.898e-08   9.829e-11  -4.919e-09  -1.052e-07   4.466e-08
 -3.098e-09  -1.896e-08   9.829e-11   8.084e-09  -1.042e-07   4.464e-08
  3.221e-09   1.128e-08  -9.409e-12   1.795e-09  -7.553e-08   1.307e-08
 -3.098e-09  -1.157e-08  -9.409e-12  -1.437e-09  -7.547e-08   1.304e-08
Element    62
  6.600e-09   1.500e-08   1.423e-09  -1.139e-08   9.621e-08   6.600e-08
 -7.288e-09  -1.539e-08   1.423e-09   1.085e-08   9.594e-08   6.573e-08
  6.600e-09   1.458e-08   7.084e-11  -8.872e-09   7.770e-08  -3.437e-09
 -7.288e-09  -1.440e-08   7.084e-11   8.925e-09   7.768e-08  -3.708e-09
  9.120e-09   1.500e-08   6.047e-11  -1.181e-08  -5.572e-08   6.401e-08
 -9.214e-09  -1.539e-08   6.047e-11   1.184e-08  -5.599e-08   6.399e-08
  9.120e-09   1.458e-08  -2.121e-11  -9.291e-09  -6.718e-08  -2.766e-08
 -9.214e-09  -1.440e-08  -2.121e-11   9.914e-09  -6.720e-08  -2.768e-08
Element    63
  9.809e-09   8.236e-09  -3.167e-10  -6.768e-09   4.382e-08   6.050e-08
 -9.788e-09  -7.746e-09  -3.167e-10   7.521e-09   4.389e-08   6.055e-08
  9.809e-09   1.075e-08  -4.201e-11  -7.404e-09   5.931e-08  -3.749e-08
 -9.788e-09  -1.054e-08  -4.201e-11   7.878e-09   5.932e-08  -3.743e-08
  9.173e-09   8.236e-09   1.538e-11  -4.256e-09  -3.609e-08   5.291e-08
 -9.432e-09  -7.746e-09   1.538e-11   4.728e-09  -3.602e-08   5.291e-08
  9.173e-09   1.075e-08  -6.789e-12  -4.892e-09  -4.712e-08  -4.011e-08
 -9.432e-09  -1.054e-08  -6.789e-12   5.085e-09  -4.712e-08  -4.012e-08
Element    64
  8.920e-09   7.332e-09   3.467e-11   1.033e-10   3.482e-08   5.115e-08
 -9.192e-09  -6.885e-09   3.467e-11  -3.871e-10   3.476e-08   5.114e-08
  8.920e-09   9.535e-09  -5.523e-12   4.630e-11   4.517e-08  -3.941e-08
 -9.192e-09  -9.310e-09  -5.523e-12  -9.031e-11   4.517e-08  -3.942e-08
  8.863e-09   7.332e-09  -2.447e-10   2.306e-09  -3.627e-08   5.394e-08
 -8.896e-09  -6.885e-09  -2.447e-10  -2.812e-09  -3.632e-08   5.398e-08
  8.863e-09   9.535e-09  -3.728e-11   2.249e-09  -4.905e-08  -3.486e-08
 -8.896e-09  -9.310e-09  -3.728e-11  -2.516e-09  -4.906e-08  -3.481e-08
Element    65
  7.996e-09   1.119e-08   3.365e-11   6.612e-09   4.336e-08   5.461e-08
 -8.106e-09  -1.141e-08   3.365e-11  -6.580e-09   4.357e-08   5.460e-08
  7.996e-09   1.104e-08  -2.290e-11   4.301e-09   5.290e-08  -2.590e-08
 -8.106e-09  -1.084e-08  -2.290e-11  -4.720e-09   5.292e-08  -2.591e-08
  5.685e-09   1.119e-08   1.073e-09   6.463e-09  -6.960e-08   5.366e-08
 -6.247e-09  -1.141e-08   1.073e-09  -6.014e-09  -6.939e-08   5.346e-08
  5.685e-09   1.104e-08   4.814e-11   4.152e-09  -5.648e-08  -5.993e-09
 -6.247e-09  -1.084e-08   4.814e-11  -4.154e-09  -5.647e-08  -6.198e-09
Element    66
  2.894e-09   1.296e-08   6.879e-11   1.923e-09   7.446e-08   3.610e-08
 -2.835e-09  -1.287e-08   6.879e-11  -4.324e-09   7.371e-08   3.608e-08
  2.894e-09   7.360e-09  -1.292e-11  -3.391e-09   5.301e-08   7.451e-09
 -2.835e-09  -7.524e-09  -1.292e-11   3.137e-09   5.296e-08   7.435e-09
 -2.420e-09   1.296e-08  -3.716e-09  -3.674e-09  -5.470e-08  -1.096e-08
  4.626e-09  -1.287e-08  -3.716e-09   1.027e-09  -5.545e-08  -1.027e-08
 -2.420e-09   7.360e-09  -2.508e-10  -8.988e-09  -2.141e-08   2.427e-08
  4.626e-09  -7.524e-09  -2.508e-10   8.488e-09  -2.146e-08   2.497e-08
Element    67
  2.673e-08   3.150e-08   1.964e-08   5.140e-10   2.532e-07   2.537e-07
 -3.040e-08  -3.493e-08   1.964e-08   1.558e-09   2.493e-07   2.499e-07
  2.673e-08   2.439e-08   4.665e-10  -3.063e-09   1.419e-07  -3.190e-08
 -3.040e-08  -2.522e-08   4.665e-10   7.697e-09   1.419e-07  -3.573e-08
  2.316e-08   3.150e-08   4.567e-10  -6.593e-09  -7.895e-08   1.597e-07
 -2.426e-08  -3.493e-08   4.567e-10   1.127e-08  -8.278e-08   1.596e-07
  2.316e-08   2.439e-08   2.232e-10  -1.017e-08  -1.061e-07  -7.740e-08
 -2.426e-08  -2.522e-08   2.232e-10   1.741e-08  -1.061e-07  -7.745e-08
Element    68
  2.019e-08   9.381e-09  -4.883e-09  -8.308e-09   4.196e-08   1.138e-07
 -2.047e-08  -6.138e-09  -4.883e-09   1.181e-08   4.288e-08   1.148e-07
  2.019e-08   1.360e-08   9.553e-11  -1.284e-08   8.663e-08  -8.953e-08
 -2.047e-08  -1.317e-08   9.553e-11   1.601e-08   8.661e-08  -8.853e-08
  1.565e-08   9.381e-09  -2.842e-10  -4.084e-09  -3.564e-08   8.243e-08
 -1.626e-08  -6.138e-09  -2.842e-10   4.771e-09  -3.472e-08   8.248e-08
  1.565e-08   1.360e-08  -9.999e-12  -8.619e-09  -4.727e-08  -7.715e-08
 -1.626e-08  -1.317e-08  -9.999e-12   8.977e-09  -4.729e-08  -7.709e-08
Element    69
  1.354e-08   6.574e-09   9.801e-10  -1.426e-09   3.534e-08   6.959e-08
 -1.419e-08  -6.251e-09   9.801e-10   1.315e-09   3.512e-08   6.939e-08
  1.354e-08   7.118e-09  -4.282e-11  -2.653e-09   3.740e-08  -6.905e-08
 -1.419e-08  -6.597e-09  -4.282e-11   2.784e-09   3.740e-08  -6.926e-08
  1.231e-08   6.574e-09  -1.647e-10  -8.816e-10  -2.878e-08   6.585e-08
 -1.272e-08  -6.251e-09  -1.647e-10   9.686e-10  -2.901e-08   6.588e-08
  1.231e-08   7.118e-09  -2.695e-11  -2.109e-09  -3.117e-08  -5.931e-08
 -1.272e-08  -6.597e-09  -2.695e-11   2.438e-09  -3.117e-08  -5.928e-08
Element    70
  1.195e-08   5.794e-09  -2.319e-10  -4.885e-11   2.798e-08   6.410e-08
 -1.233e-08  -5.402e-09  -2.319e-10   5.137e-11   2.817e-08   6.414e-08
  1.195e-08   6.330e-09  -2.598e-11   1.766e-10   3.021e-08  -5.727e-08
 -1.233e-08  -5.838e-09  -2.598e-11  -3.479e-10   3.021e-08  -5.723e-08
  1.217e-08   5.794e-09   7.295e-10   4.871e-10  -2.801e-08   6.305e-08
 -1.273e-08  -5.402e-09   7.295e-10  -3.840e-10  -2.781e-08   6.289e-08
  1.217e-08   6.330e-09  -3.923e-11   7.126e-10  -3.063e-08  -6.145e-08
 -1.273e-08  -5.838e-09  -3.923e-11  -7.833e-10  -3.063e-08  -6.160e-08
Element    71
  1.329e-08   6.813e-09  -2.012e-10   2.679e-09   2.737e-08   7.028e-08
 -1.382e-08  -4.293e-09  -2.012e-10  -3.180e-09   2.667e-08   7.032e-08
  1.329e-08   1.005e-08  -1.411e-11   5.519e-09   3.652e-08  -6.528e-08
 -1.382e-08  -9.652e-09  -1.411e-11  -5.763e-09   3.654e-08  -6.524e-08
  1.613e-08   6.813e-09  -3.705e-09   5.921e-09  -2.816e-08   9.110e-08
 -1.640e-08  -4.293e-09  -3.705e-09  -8.539e-09  -2.886e-08   9.185e-08
  1.613e-08   1.005e-08   6.776e-11   8.760e-09  -6.201e-08  -7.158e-08
 -1.640e-08  -9.652e-09   6.776e-11  -1.112e-08  -6.199e-08  -7.083e-08
Element    72
  1.796e-08   2.241e-08   3.376e-10   4.736e-09   5.496e-08   1.231e-07
 -1.884e-08  -2.492e-08   3.376e-10  -8.267e-09   5.787e-08   1.231e-07
  1.796e-08   1.699e-08   1.627e-10   6.880e-09   7.499e-08  -6.092e-08
 -1.884e-08  -1.753e-08   1.627e-10  -1.236e-08   7.502e-08  -6.095e-08
  2.010e-08   2.241e-08   1.489e-08  -6.808e-10  -1.816e-07   1.897e-07
 -2.293e-08  -2.492e-08   1.489e-08  -8.852e-10  -1.787e-07   1.868e-07
  2.010e-08   1.699e-08   3.403e-10   1.463e-09  -9.763e-08  -2.549e-08
 -2.293e-08  -1.753e-08   3.403e-10  -4.975e-09  -9.760e-08  -2.840e-08
Element    73
 -1.777e-09   7.130e-09  -3.078e-11  -1.178e-08  -5.649e-08   8.932e-09
  1.901e-09  -7.442e-09  -3.078e-11   1.174e-08  -5.670e-08   8.929e-09
 -1.761e-09   2.943e-09  -6.293e-12  -1.318e-08  -3.112e-08  -1.063e-08
  1.889e-09  -3.052e-09  -6.293e-12   1.286e-08  -3.113e-08  -1.063e-08
 -3.260e-09   7.115e-09   1.020e-09  -1.607e-08   1.714e-08   1.783e-08
  3.098e-09  -7.426e-09   1.020e-09   1.624e-08   1.693e-08   1.804e-08
 -3.242e-09   2.930e-09   2.253e-11  -1.747e-08  -6.040e-10  -1.507e-08
  3.084e-09  -3.039e-09   2.253e-11   1.735e-08  -6.091e-10  -1.487e-08
Element    74
  1.556e-08   1.387e-08  -2.269e-12   9.665e-09  -4.938e-08   7.851e-08
 -1.617e-08  -1.345e-08  -2.269e-12  -9.911e-09  -4.941e-08   7.845e-08
  1.972e-08   1.385e-08   1.197e-10   1.391e-08   8.735e-08   9.326e-08
 -2.002e-08  -1.343e-08   1.197e-10  -1.688e-08   8.733e-08   9.229e-08
  1.544e-08   9.450e-09  -2.821e-10   5.228e-09  -3.619e-08  -8.223e-08
 -1.605e-08  -6.210e-09  -2.821e-10  -5.704e-09  -3.528e-08  -8.226e-08
  1.959e-08   9.446e-09  -4.877e-09   9.483e-09   4.216e-08  -1.093e-07
 -1.990e-08  -6.204e-09  -4.877e-09  -1.268e-08   4.308e-08  -1.102e-07
Element    75
  1.740e-09  -4.477e-08  -1.002e-09   3.177e-09   2.916e-07  -1.049e-08
 -1.753e-09   4.723e-08  -1.002e-09  -4.055e-09   2.921e-07  -1.069e-08
  1.746e-09  -3.955e-08   9.229e-12   7.948e-09   2.729e-07   6.903e-09
 -1.759e-09   3.994e-08   9.229e-12  -8.865e-09   2.729e-07   6.700e-09
  6.497e-09  -4.476e-08  -3.741e-09   8.385e-09  -1.690e-07  -3.917e-08
 -6.546e-09   4.723e-08  -3.741e-09  -1.134e-08  -1.684e-07  -3.993e-08
  6.520e-09  -3.955e-08   3.444e-11   1.318e-08  -1.237e-07   2.573e-08
 -6.568e-09   3.993e-08   3.444e-11  -1.617e-08  -1.237e-07   2.497e-08
Element    76
 -3.530e-09  -5.012e-09  -2.541e-10  -1.908e-08   1.559e-09   2.742e-08
  5.767e-09   4.813e-09  -2.541e-10   1.950e-08   1.608e-09   2.812e-08
 -1.247e-09  -5.024e-09  -2.506e-11  -2.281e-08   4.941e-08   1.921e-08
  1.423e-09   4.824e-09  -2.506e-11   2.292e-08   4.946e-08   1.921e-08
 -3.531e-09  -1.238e-09  -3.744e-09  -2.139e-08   3.244e-08  -1.899e-08
  5.769e-09   1.342e-09  -3.744e-09   2.390e-08   3.320e-08  -1.829e-08
 -1.250e-09  -1.250e-09  -3.595e-11  -2.511e-08   4.453e-08   6.154e-09
  1.429e-09   1.353e-09  -3.595e-11   2.731e-08   4.528e-08   6.157e-09
Element    77
 -2.021e-10   1.295e-09  -1.251e-11  -4.121e-09   1.279e-08  -3.276e-10
  2.225e-10  -1.334e-09  -1.251e-11   4.151e-09   1.284e-08  -3.265e-10
 -2.024e-10   5.174e-10  -6.985e-12  -4.623e-09   8.135e-09   1.793e-09
  2.227e-10  -5.057e-10  -6.985e-12   4.586e-09   8.136e-09   1.794e-09
 -6.977e-10   1.301e-09   2.458e-10  -4.886e-09   4.043e-11  -3.532e-09
  6.519e-10  -1.340e-09   2.458e-10   4.966e-09   9.278e-11  -3.581e-09
 -6.985e-10   5.178e-10  -4.956e-13  -5.392e-09   3.083e-09   3.177e-09
  6.525e-10  -5.061e-10  -4.956e-13   5.405e-09   3.084e-09   3.127e-09
Element    78
  1.147e-09  -2.562e-08  -6.636e-10   2.093e-09  -1.720e-07   6.814e-09
 -1.152e-09   2.722e-08  -6.636e-10  -2.705e-09  -1.723e-07   6.949e-09
  1.147e-09  -2.218e-08   7.829e-12   5.199e-09  -1.599e-07  -4.686e-09
 -1.152e-09   2.241e-08   7.829e-12  -5.824e-09  -1.599e-07  -4.552e-09
  4.281e-09  -2.563e-08  -2.477e-09   5.554e-09   9.442e-08   2.543e-08
 -4.300e-09   2.723e-08  -2.477e-09  -7.556e-09   9.406e-08   2.593e-08
  4.280e-09  -2.219e-08   2.922e-11   8.659e-09   6.492e-08  -1.749e-08
 -4.298e-09   2.241e-08   2.922e-11  -1.067e-08   6.492e-08  -1.699e-08
Element    79
 -2.737e-09  -8.751e-10  -1.659e-10  -1.189e-08  -1.072e-08  -2.051e-08
  4.255e-09   7.022e-10  -1.659e-10   1.213e-08  -1.075e-08  -2.098e-08
 -1.005e-09  -8.851e-10  -1.191e-11  -1.453e-08  -1.801e-08  -1.392e-08
  1.141e-09   7.115e-10  -1.191e-11   1.456e-08  -1.804e-08  -1.392e-08
 -2.736e-09   1.812e-09  -2.496e-09  -1.366e-08  -3.218e-08   1.453e-08
  4.253e-09  -1.784e-09  -2.496e-09   1.530e-08  -3.269e-08   1.406e-08
 -1.002e-09   1.800e-09  -2.119e-11  -1.629e-08  -1.394e-08  -2.917e-09
  1.135e-09  -1.773e-09  -2.119e-11   1.773e-08  -1.445e-08  -2.918e-09
Element    80
  5.498e-09   1.835e-09  -6.138e-11   1.296e-09   7.334e-09   2.704e-08
 -5.693e-09  -9.618e-10  -6.138e-11  -1.397e-09   7.095e-09   2.705e-08
  5.500e-09   3.094e-09  -7.806e-12   2.059e-09   1.132e-08  -2.722e-08
 -5.695e-09  -2.926e-09  -7.806e-12  -2.068e-09   1.133e-08  -2.721e-08
  6.277e-09   1.835e-09  -1.256e-09   2.589e-09  -6.645e-09   3.291e-08
 -6.375e-09  -9.613e-10  -1.256e-09  -3.414e-09  -6.884e-09   3.317e-08
  6.281e-09   3.093e-09   1.780e-11   3.354e-09  -1.872e-08  -2.846e-08
 -6.379e-09  -2.924e-09   1.780e-11  -4.088e-09  -1.871e-08  -2.820e-08
Element    81
  5.453e-09   1.874e-09  -1.219e-10  -2.261e-10   9.610e-09   2.741e-08
 -5.603e-09  -1.688e-09  -1.219e-10   2.852e-10   9.684e-09   2.743e-08
  5.454e-09   2.210e-09  -1.038e-11  -4.009e-10   1.084e-08  -2.695e-08
 -5.604e-09  -2.008e-09  -1.038e-11   4.023e-10   1.084e-08  -2.693e-08
  5.276e-09   1.875e-09   2.425e-10   1.164e-10  -8.181e-09   2.553e-08
 -5.485e-09  -1.689e-09   2.425e-10  -4.075e-11  -8.108e-09   2.548e-08
  5.276e-09   2.215e-09  -1.536e-11  -5.835e-11  -1.016e-08  -2.688e-08
 -5.485e-09  -2.012e-09  -1.536e-11   7.594e-11  -1.017e-08  -2.693e-08
Element    82
  6.608e-09   2.683e-09   5.012e-10  -1.346e-09   1.562e-08   3.222e-08
